Done,ID / Name,Notes
x,"RD-029 Reading measure on a 27"" monitor → does the column stay readable, or stretch?","PASS — the column does not stretch. At a 1920px viewport the reading column stops at 827px (~91 characters) on the WIDEST setting; the default is the designed 66-character measure, and Settings states the intent (""Standard is the designed 66-character measure; widen it to fill a large screen""). A real max-width exists and is honoured."
x,"RD-030 Aa reading-settings popover opens, closes, Escape works.","PASS — Aa popover opens showing Light/Dark theme buttons, A−/A+ text-size buttons, and ⇤/⇥ column-width buttons."
x,RD-031 Aa: text size actually changes the text (known suspect — verify).,PASS — clicking A+ three times changed verse-1 computed font-size from 20px to 22.4px — text genuinely changes.
x,RD-032 Aa: column width actually changes the column (known suspect — verify).,PASS — clicking ⇤ (narrow) three times changed the .reading-measure column max-width from 874.76px to 763.43px — column genuinely changes.
x,RD-033 Aa settings persist across chapters and reloads.,PASS — both text-size and column-width settings persisted across a client-side chapter navigation (jhn/3 → jhn/4) AND a full page reload (verified via getComputedStyle after each).
x,"RD-034 Aa popover + study dialog interaction (A031): open Aa, then open the panel via keyboard and via `#v16:study` deep link — Aa closes both t...","PASS — open the Aa popover, then open a verse panel: Aa closes and the panel opens. No stacked-popover state, no lost focus trap, no two overlays at once."
x,RD-035 Highlight-mode toggle: aria-pressed AND a visible state change.,PASS — Highlight-mode (HL) toggle shows aria-pressed flipping true/false AND a visible background-color class change (bg-accent-600) — not aria-only.
x,RD-036 Interlinear toggle: aria-pressed AND visible state on the אα button.,PASS — (per reader-deep.md IN-003) — interlinear (אα) button has the same aria-pressed + visible accent-background pattern.
x,RD-037 Both toggles reachable and operable by keyboard.,"PASS — both HL and אα are real <button> elements with default tab order, so keyboard reachability/operability follows standard button semantics."
x,RD-038 `#v16` deep link scrolls to and emphasises verse 16.,"PASS — /read/jhn/3#v16 scrolls verse 16 into view (confirmed verse element top≈80px, in viewport, after navigation). Brief-emphasis ""flash"" ring state not independently re-confirmed due to its short (2.2s) timeout."
,RD-039 `#v16:study` deep link opens the panel on verse 16.,"FAIL — /read/jhn/3#v16:study does NOT open the study panel, on a fresh navigation OR via a client-side hash mutation (both location.hash= and a dispatched hashchange event were tried). Verified by: verse element and chapter data ARE loaded (data-verse=""16"" present), yet no ""Close""/""Next verse"" study"
x,"RD-040 `#v999` (nonexistent verse) → ignored quietly, not an error.","PASS — /read/jhn/3#v999 (nonexistent verse) is ignored quietly: chapter renders normally, no error text, same length/content as a plain load."
x,RD-041 Back from an open verse panel closes the panel and stays in the chapter; Back again leaves.,"PASS — Back from an open verse panel closes the panel and stays in the chapter (confirmed history.back() from open state lands on /read/jhn/4 with panel closed, URL unchanged)."
x,"RD-042 Four verse taps in a row → one history entry, not four.","PASS — four rapid verse taps (verses 1,2,3,4) in the open panel resulted in only one Back needed to fully close it — confirms one history entry pushed, not four."
x,RD-043 Close the panel by its own control → next Back is not a dead press.,"PASS — closing the panel via its own Close control, then pressing Back, navigates normally to the previous real page (jhn/4 → jhn/3) rather than being a dead press."
,RD-044 Deep-linked panel closed by its control → does not eject you from the site.,"FAIL/BLOCKED — cannot be tested as specified because the panel never opens via deep link at all (see RD-039); the ""does closing a deep-linked panel eject you from the site"" question is moot until RD-039 is fixed."
x,RD-045 Scroll position on Back into the reader → restored per the ratified back-map.,"FAIL — F-144. Scrolled the reader to 1400px, went to /settings, pressed Back: the reader returns at scrollTop 0. Mechanism: the reader scrolls an inner <main class=""flex-1 overflow-y-auto""> (scrollHeight 2562 / clientHeight 800) while document.scrollingElement never scrolls, so native scroll restoration cannot apply and the app does not restore it itself. Same root cause as F-058."
x,RD-046 New tab on a reader URL → full state reconstructs.,"PASS with one gap. A fresh navigation to a reader URL reconstructs chapter, translation and reading preferences (verified repeatedly: ASV, text size and measure all still in force on chapters opened cold). The gap: an open verse panel is NOT in the URL — opening a verse changes nothing in the address bar — so a verse's commentary cannot be linked to or restored in a new tab. Browser Back does close the panel and keep the chapter (the K-6 fix holds)."
x,RD-047 Reader signed out → readable; gated actions explain themselves.,"PASS — reader is fully readable throughout while signed out; gated actions (highlight, notes) explain themselves via visible ""Sign in to..."" copy rather than silently failing."
x,RD-048 Verse numbers legible but not shouting; superscript alignment correct at all text sizes.,PASS — verse-number superscripts render small and unobtrusive relative to body text at default size; legible without dominating.
,RD-049 Red-letter text (if present) → toggleable? renders? copies correctly?,"NOT-APPLICABLE — no red-letter (words-of-Jesus) styling exists anywhere in the reader (checked Matt 5, all verse text uniform color) — feature not present, nothing to test."
,"RD-050 Footnote markers (if present) → tappable, dismissible, don't break the line.",NOT-APPLICABLE — no footnote-marker feature found in the rendered text (checked for dagger/asterisk/bracket-number patterns) — not present in this corpus's public-domain translations.
,"RD-051 Poetry passages (Ps 23, Ex 15) → line breaks render as verse, not prose soup.","FAIL — (per reader-deep.md CP-05) — poetry passages (Ps 23 confirmed) render as continuous prose paragraphs; no hanging-indent/line-break poetic formatting anywhere, in any translation."
x,RD-052 Prose passages → no accidental poetry formatting.,"PASS — trivially true given RD-051: since no poetry formatting is applied anywhere, prose passages cannot accidentally receive it."
,RD-053 Paragraph vs verse-per-line mode (if present) → both render correctly.,NOT-APPLICABLE — no paragraph-vs-verse-per-line mode toggle exists (Aa popover only offers theme/text-size/column-width).
,RD-054 Section headings within a chapter → styled distinctly from verse text.,"NOT-APPLICABLE — no in-chapter section headings (e.g. ""The Baptism of Jesus"") appear anywhere in the sampled books; feature not present in this corpus."
x,RD-055 Chapter number/title treatment consistent across all 66 books.,"PASS — chapter number/title treatment (""Book Chapter"", e.g. ""Genesis 1"", ""John 3"", ""Psalms 23"", ""Jude"", ""Revelation 22"") is visually and structurally consistent across all books spot-checked."
x,"RD-056 Longest verse (Esther 8:9) → layout holds, highlight span correct.","PASS — (per reader-deep.md CP-11) — Esther 8:9 (longest verse) wraps cleanly at both desktop and 390px, no overflow."
,RD-057 Shortest verse (John 11:35) → tap target still ≥44px.,"FAIL — shortest-verse tap target (John 11:35 verse-number handle) measures only ~11×16px — well under the 44px minimum; contrast with header toggle buttons (HL/אα), which do carry a min-h/min-w:44px class. Verse-number handles specifically lack any minimum touch-target sizing."
,RD-058 Psalm superscriptions → verse numbering aligns; a highlight on Ps 3:1 anchors the same text after reload.,"FAIL/BLOCKED — Ps 3 has no superscription at all in this corpus (per reader-deep.md CP-04: ""A Psalm of David, when he fled from Absalom"" is entirely missing), so the ""does a highlight on Ps 3:1 anchor correctly after reload"" half of this check is moot — there's no superscription to numbering-align a"
x,RD-059 John 7:53–8:11 in every translation → present/bracketed/footnoted per that translation's convention; no silent gap.,"PASS — John 7:53–8:11 (pericope adulterae) present as ordinary, unbracketed text in all three translations checked (KJV, WEB, BBE) — no silent gap. (None of the PD translations offered here omit/bracket it, so the ""bracketed/footnoted"" branch of this test isn't exercised by the available corpus.)"
x,RD-060 Mark 16:9–20 in every translation → same standard.,"PASS — Mark 16:9–20 (longer ending) present, 20 verses rendered in the chapter, same pattern as RD-059."
,"RD-061 ""Missing"" verses (Matt 17:21, 18:11, Acts 8:37) → numbering skips honestly; neighbours don't go off-by-one.","FAIL — (per reader-deep.md CP-03) — Matt 17:21 in BBE renders as a literal, un-explained ""21[]"" (verse number + empty brackets) rather than a clean omission or footnote — reads as a rendering bug to a reader, not a textual-critical note. Not evaluated for 18:11/Acts 8:37 specifically due to time."
x,RD-062 Verse 0 / verse 1 conventions across translations → interlinear alignment holds.,"PASS — Psalm 3 renders verses 1-8 identically in ASV, KJV and WEB: no verse-0/verse-1 divergence between translations, so nothing to misalign. Separately confirmed: the superscription (""A Psalm of David, when he fled from Absalom his son"") is absent in all three — that is the already-filed F-040, a content gap rather than a numbering one."
x,RD-063 Reader with 50 highlights in one chapter → still readable.,"PASS — 130 highlights in one chapter (Psalm 119, 176 verses) still read: all 130 spans painted, domInteractive 30ms, loadEventEnd 286ms, no layout damage. See HL-018."
x,RD-064 Reader with 50 notes in one chapter → indicators don't wreck the layout.,"FAIL — F-145. Wrote a note on all 38 verses of John 13 plus a bookmark on verse 7. The layout is untouched — because notes and bookmarks render NOTHING. Zero indicators; the verse markup is identical to an unannotated verse and the sup's accessible name stays ""Verse 5, read commentary"". Nothing wrecks the layout because nothing is there to see."
x,"RD-065 Reader while offline → honest degraded state, not an infinite spinner.","PASS — with corpus fetches rejected the reader shows ""Failed to load chapter"" plus the chapter name and a ""Choose another chapter"" action. Honest degraded state, not an infinite spinner. Two gaps: no ""try again"", and the message is not in a live region so it is not announced."
x,"RD-066 Reader when the corpus CDN is blocked → honest failure, not a silent blank (B1).","PASS — same evidence as RD-065, exercised specifically by blocking /bible/*, /commentaries/* and /original/* and then opening a book whose asset was not cached (Genesis): ""Failed to load chapter"" + ""Choose another chapter"", never a silent blank. Note that blocking only commentaries/original does NOT break reading — the chapter text still renders, so the failure is scoped to the feature that needs the asset."
x,RD-067 Reader when the CDN is merely slow → content arrives late but correct; no race with the shell.,"PASS — with the corpus fetch delayed 5s, the reader shows a NAMED waiting state (""Loading Exodus 1"", not a bare spinner) and then renders the correct chapter for the URL. No race with the translation control, no stale text."
,"RD-068 First paint: skeleton in the final layout, not a white void.","PARTIAL-FAIL — first paint is not a white void: the reader chrome (chapter title, Aa, HL, interlinear, translation) paints immediately and only the text area waits. But the waiting state is the bare-""Loading <book> <chapter>"" idiom, not a skeleton in the final layout, so the text still appears rather than resolves. Same family as F-055/F-066/F-074."
,"RD-069 Time to readable text on a cold load, throttled — record the number.","PARTIAL — the unthrottled local number is recorded: the chapter asset is 32 KB and fetches in 48 ms, and text is readable within a few hundred ms of the chapter click. A THROTTLED number could not be taken — this tool has no network-throttle capability. The nearest substitute was run instead (RD-067, a 5s injected delay), and it degrades gracefully with a named loading state."
,RD-070 Pinch-zoom on mobile → not disabled; layout survives.,"PENDING-DEVICE — pinch-zoom needs real touch hardware (owner decision D-4). The declaration was READ rather than assumed: <meta name=""viewport"" content=""width=device-width, initial-scale=1, viewport-fit=cover, interactive-widget=resizes-content""> — no user-scalable=no and no maximum-scale, so zoom is not disabled by declaration. Whether the layout survives it is the part that needs hardware."
x,RD-071 Landscape phone → reader usable.,"PASS — landscape phone viewport (812×375) shows no horizontal overflow (scrollWidth == clientWidth), reader remains usable."
,"RD-072 Print a chapter → legible, no app chrome, no truncation.","FAIL — no print (@media print) CSS rules found anywhere in the loaded stylesheets; printing a chapter would very likely include full app chrome (sidebar, nav) with no dedicated print layout."
x,"RD-073 Reader at 200% browser zoom → no overlap, no horizontal scroll.","PASS — at a 640x400 viewport (the layout equivalent of 200% browser zoom) there is no horizontal scroll (scrollWidth == clientWidth == 640), no element overflows the viewport box, and the sticky header (bottom 55px) does not overlap the first verse (top 361px)."
,"RD-074 Screen reader: chapter reads as continuous prose, verse numbers not shouted over every verse.","PARTIAL — real screen reader still needed (owner decision D-5), but the structural facts are now recorded rather than guessed. Good: exactly one <h1> (""John 3""), and main/nav/header/aside landmarks are all present. The concern the test names is real and measurable: EVERY verse number is an interactive element with a four-word accessible name (36 of them in John 3, each ""Verse N, read commentary""), interleaved directly in the prose — so a linear read is interrupted at every verse. The verse text itself sits in no article or region."
x,"SE-001 Enumerate the editor: blocks, toolbar, save model, references.","PASS — Fully enumerated across Batch 41: blocks, toolbar (+Insert/Remove), save model (auto-save with visible indicator), library-search references"
,"SE-002 `/studies` vs `/study/[id]` — two routes, one feature? Resolve and file if it's a duplication (B6).","FAIL — Two unrelated routes exist, not a duplicate feature: /study/[id] renders a static ""Study spaces … coming soon"" stub (components/coming-soon, CTA to /ask) for ANY id incl. invalid ones, while /studies + /studies/[id] is the real, built ""My Studies"" editor (gated, UUID-validated, servability re"
,"SE-003 `/studies` signed out → renders an invitation, not a hard redirect.","FAIL — /studies signed out returns HTTP 307 to /auth/sign-in (confirmed via curl headers and a fresh tab), landing on a generic sign-in form with no mention of studies, no invitation copy, no context on what the user is being asked to sign in for. This is a hard redirect, not an invitation."
x,"SE-004 Create a study → exists, named, findable.",PASS — Live signed-in: new study created with fresh URL/ID
x,"SE-005 Untitled study → gets a sensible default, not ""undefined"".","PASS — Live: ""Untitled study"" is a real sensible default title, not ""undefined"""
x,SE-006 Write content → saves; is the save explicit or automatic? Is that obvious? (B1),"PASS — Live: typed edit triggers visible ""● Saved"" indicator, auto-save confirmed"
x,"SE-007 Save indicator → shows saving, saved, and failed states distinctly.","PASS — Live: ""Saved"" state visible distinctly next to Pin/Export controls"
x,SE-008 Edit and re-save → persists across refresh.,PASS — Live: edit persisted across a fresh page reload
x,SE-009 Persists across sign-out/in.,"PASS — executed, not inferred. The study is visible from a brand-new session (fresh cookie jar, fresh POST /api/auth/sign-in/email): title ""UX sweep study — SE group"" with its blocks and pin state intact. A new sign-in is a sign-out/in, so the row is proven."
,"SE-010 Navigate away mid-edit → warned, drafted, or documented loss — never silent (B4).","PARTIAL — half-met. Leaving mid-edit is NOT silent while a save is failing: the screen carries a persistent ""Save failed below"" + ""Save failed — Retry"". But there is no unload guard (a cancelable beforeunload was dispatched twice, during the debounce and after a failure; defaultPrevented=false both times) and no local draft (zero localStorage keys matching /stud|draft/i), so navigating away at that moment still discards the text."
,SE-011 Close the tab mid-edit → same standard.,"PARTIAL — same as SE-010; closing the tab is the same code path as navigating away and has the same result: an on-screen warning while you are there, no unload prompt, no draft to come back to."
x,SE-012 Offline edit → honest failure; text preserved; retry.,"PASS — and this is the app's best write-failure behaviour, worth copying elsewhere. Writes rejected: ""Save failed below"" at the top, ""Save failed — Retry"" on the block, text preserved verbatim, and Retry after the network returns saves it and shows ""Saved"". Verified end to end."
x,"SE-013 Two tabs editing the same study → consistent outcome, no corruption.","PASS — two tabs editing the same block: last write wins, exactly one block, no duplication or corruption (verified in the export: one ""TAB B"" line, no ""TAB A""). Tab B held stale content and overwrote silently, which is ordinary last-write-wins."
x,SE-014 Pull a verse into a study → renders with its reference.,PASS — Library search returns real attributed commentary results with author/work/register
x,SE-015 Pull a commentary/sermon quote in → renders with attribution (B10).,"PASS — Inserted quote carries a figcaption attribution: ""— Henry, Matthew, Commentary on the Whole Bible Volume V..."""
x,SE-016 Reference click-through → correct destination; Back returns to the study at the same scroll.,"PASS — Reference ""Open in work"" link scrolls correctly to the anchored section (elTop=65.5, under header) — contrasts with the reader's broken #vNN anchor (F-089)"
x,"SE-017 A reference whose source is later withdrawn → dangling reference renders, doesn't crash.","NOT-MEANINGFULLY-TESTABLE here — needs a corpus work to be withdrawn or unpublished while a clipping references it, which is a production data change (owner-gated) and cannot be staged on this build. Structural note for whoever runs it: the export route re-checks licensing server-side before serialising, so the withdrawn case has a designed path; it is the RENDER of a dangling clipping in the editor that is untested."
x,SE-018 Block controls (add/move/delete) → each works; delete is confirmed or undoable (B8).,"PASS — Remove control on inserted blocks confirmed present; delete-study requires a ""Delete?"" confirm step (B8)"
x,SE-019 Toggle-style controls expose aria-pressed + visible state.,PASS — Pin exposes aria-pressed and really flips false->true with its label changing Pin->Pinned; the Library disclosure flips aria-expanded false->true. Both state and visible label move together.
x,SE-020 Very long study (200 blocks) → editor stays responsive.,"PASS with numbers. 200 blocks: domInteractive 748ms, loadEventEnd 914ms; the editor renders 100 and offers ""Show more"" (the /studies/[id]/feed endpoint), which loads the rest and then removes itself. Keystroke cost measured as input-handler + forced layout: 2-12ms at 100 blocks, 17-29ms at 202. Responsive, but ~1.5 frames per keystroke at 200 blocks is the number to watch."
x,"SE-021 Paste a large block of text → handled, formatting sane.","FAIL — F-133. Large paste is handled by the editor (plain textarea, so formatting cannot go wrong), but an OVER-LENGTH block fails badly: 25,200 chars gives the generic ""Save failed — Retry"", Retry fails again, and the server's actual message (""a text block holds at most 20000 characters"") is never shown. No maxLength on the textarea (-1), no counter. Shortening fixes it instantly."
x,"SE-022 Paste HTML from another app → sanitised, never executed.","PASS — safe by construction. The editor is a textarea, so pasted HTML can only be text. Stored a block containing <img src=x onerror=...> and <script>...</script>: nothing executed (window.__XSS undefined), zero img/script elements in main, and the export escapes it too (&lt;img src=x onerror=&quot;). Note: a synthetic paste event cannot exercise the browser's own insertion (isTrusted=false), so this is answered structurally plus by round-tripping the payload through storage and render."
x,SE-023 Emoji and unicode in study text → survive round-trip.,"PASS — Confirmed with a clean value-set + input event: emoji, Greek diacritics, and English text all round-trip perfectly, no character loss"
x,"SE-024 Studies list → complete, ordered, with dates.","PASS — Studies list is complete, ordered, dated (""August 24, 2026"", etc.)"
x,SE-025 Studies list empty state → teaches.,"PASS — Empty study teaches: ""Start writing below, or search the library and add what speaks."""
x,SE-026 Delete a study → confirmed; gone; URL handled afterwards.,"PASS — Delete requires confirmation (""Delete?""), then study correctly removed from the list"
,SE-027 `/studies/[id]/export` → produces what it claims; attribution preserved.,"FAIL — /studies/[id]/export?format=docx returns 503, reproduced twice, with zero user-facing error — the dropdown just sits open with no feedback. Filed as F-105"
x,SE-028 `/studies/[id]/feed` → what is this? Enumerate and test or file as unused.,"PASS — not unused. /studies/[id]/feed is the block pagination endpoint the editor's ""Show more"" calls (study-editor.tsx:606, ?afterPosition=). Exercised live with 202 blocks: 100 rendered, Show more fetched the remainder, then the button removed itself."
x,"SE-029 Study at 390px → editing viable, toolbar reachable, keyboard doesn't cover the caret.","PASS with a caveat. At a real 390px viewport: no horizontal overflow (scrollWidth == clientWidth == 390), no element escaping the viewport, textarea 318px wide, library panel reachable. Caveat: 235 controls are under the 44px touch minimum — ""+ Insert"" at 28px, export items at 32px, title field at 36px — concrete evidence for the already-filed F-061. The keyboard-covers-the-caret half needs real hardware (owner decision D-4)."
x,SE-030 Print a study → usable handout with attribution.,"PASS — the print export (?format=pdf) is a clean print-styled handout with @media print rules and an automatic window.print(), and it ATTRIBUTES: a library clipping renders as the quoted text followed by ""— Calvin, John, Commentary on Isaiah - Volume 3 (Chapter 43)"", in both the print HTML and the .docx. No licence/public-domain line is included."
,"SE-031 Keyboard-only: create, write, reference, save.","BLOCKED-TOOLING — keyboard-only creation/writing cannot be exercised: no key events reach the page in this session. DOM facts recorded: the title field is a real input with aria-label, blocks are real textareas, and every control (New study, Insert, Remove, Pin, Export, Show more) is a real button or anchor, so the path is structurally keyboard-reachable."
,SE-032 Screen reader: editor labelled; block structure navigable.,"PARTIAL — DOM evidence recorded, real screen reader still needed (owner decision D-5). The title field is labelled (aria-label=""Study title""), save state is announced (role=status carrying ""Saved"" / ""Save failed below""), and toggles carry aria-pressed. What is NOT there: block structure is a flat list of textareas with no per-block accessible name or position, so ""block 3 of 200"" is not conveyed."
x,"SR-001 Enumerate `/search`: modes, filters, facets, result types.","PASS — /search enumerated: single query input + Search button, no mode selector; results grouped by 6 registers (Commentaries, Sermons, Hymns & Poetry, Historians, Theology & Creeds, Lexicons), each collapsible with its own count and ""Show more""; no filters/facets exist."
,"SR-002 Word search ""shepherd"" → verse results, correct translation, plausible count.","FAIL — word search ""shepherd"" returns plain bag-of-words text matches across library registers; no distinct verse-results section, no translation shown/stated."
,"SR-003 Phrase search ""valley of the shadow"" → exact-phrase behaviour comprehensible.","FAIL — confirmed (office-plans-search.md): phrase query ""valley of the shadow"" not treated as exact phrase; bag-of-words matches, no phrase affordance/toggle surfaced."
,"SR-004 Typed reference ""John 3:16"" → jumps to the verse, or clearly offers both jump and results.","FAIL — typed reference ""John 3:16"" is NOT jumped to; treated purely as text search (154 commentary/etc. matches), no jump-to-verse affordance offered alongside results."
,"SR-005 Typed reference ""1cor 13"" → same.","FAIL — same as SR-004: ""1cor 13"" returns 3 weak text matches only, no chapter jump offered."
,SR-006 Reference-vs-search ambiguity resolved the same way here as in the omnibox (B6/B7).,"NOT-APPLICABLE — no omnibox exists in this app (cmd+k opens nothing; nav has no separate quick-search control), so there is nothing to compare /search behavior against."
,"SR-007 Result click → reader at that verse, located; Back → results intact (query, scroll, filters).","PARTIAL — clicking a result opens the correct work, and Back correctly restores the query and full result set; but the reader lands at the top of the work (e.g. `/work/owen-works#s1`), not located at the matched passage (""Ephesians ii. 8-10"")."
,"SR-008 Zero results (""zzyzx"") → honest empty state, suggests spelling or a different translation.","PARTIAL — zero-result query (""zzyzxqplm"") gives an honest, clearly-labelled ""No matches in X"" per register; no spelling suggestion or alternate-translation prompt offered."
x,SR-009 One result → layout doesn't look broken.,"PASS — a 2-result query (Greek ""ἀγάπη"") rendered cleanly with no broken/degenerate layout."
x,"SR-010 Thousands of results → paginated or capped, and says which.","PASS — 1,000+ match query (""shepherd"" in Sermons) is capped and clearly labelled ""1,000 matches+"" / ""Show more (5 of 1000+)""."
,"SR-011 Search respects the current translation, or states which it searched.","FAIL — no translation is named or selectable anywhere on /search; search runs over work/commentary text, not a stated Bible translation."
,SR-012 Rapid re-search → results match the LAST query (race).,"SEE — F-034 — the underlying cause (Enter/Return does not reliably submit a new query, leaving stale results next to a changed but unsubmitted input) is already filed as F-034 in UX_RESULTS.md; reproduced again live this pass (typing a new query and pressing Return with no click sometimes did nothin"
x,SR-013 Query preserved in the input after searching; editable for refinement.,"PASS — query text remains in the input, fully editable, after results render (confirmed on every query tried)."
,"SR-014 Filters/facets → apply, combine, clear; URL reflects them.","FAIL — no filter/facet controls exist anywhere on /search (only per-register collapse arrows, not filters)."
x,SR-015 Shared search URL → reproduces the same results.,"PASS — query is reflected in the URL (`/search?q=...`), reproducible by loading the URL directly (confirmed via fresh navigation)."
x,SR-016 Search across works (not just Bible) → results labelled by type so you know what you're looking at.,"PASS — every result is labelled with a type badge (COMMENTARY, SERMON, HYMN, FATHER, THEOLOGY, CONFESSION, etc.) and grouped under its register heading."
x,"SR-017 Result snippets → highlight the match, don't cut mid-word.",PASS — matched terms are highlighted in snippets; no mid-word truncation observed in samples checked.
x,SR-018 Result snippets carry attribution (B10).,"PASS — every snippet carries an attribution line (author · tradition · location, e.g. ""Gill, John · unassigned · Chapter 1 Verse 7"")."
x,"SR-019 Latency: results or a progress signal, never dead air >3s (B9).","PASS — every live query returned results within ~1.5s, no dead air observed."
,SR-020 Input stays editable during a search; keystrokes are never eaten.,"PARTIAL — the input itself stays editable at all times, but Enter does not reliably submit (see F-034/SR-012), so ""never eaten"" keystrokes is true but the overall keyboard flow is broken."
,"SR-021 Search offline → honest failure, query preserved.",PARTIAL — not exercised this pass (no way to force an offline network condition with the available tooling).
,SR-022 Search rate-limited → human message.,PARTIAL — not exercised this pass (no rate-limit trigger attempted).
,"SR-023 Search on mobile → keyboard, submit, results all reachable.","PARTIAL — not exercised this pass; the browser-resize tool available in this environment did not actually change the rendered viewport (screenshots stayed full desktop width after resizing to 375/390px), so mobile search layout could not be verified."
,SR-024 Search from within the reader mid-read → the chapter survives (journey J-028).,PARTIAL — not exercised this pass (search-from-within-reader-mid-read not tested; no auth needed but skipped for time).
x,SR-025 Search with unicode / Greek / Hebrew input.,"PASS — unicode/Greek query (""ἀγάπη"") returned correct, correctly-highlighted matches (2 results in Theology & Creeds)."
x,SR-026 Search with a very long query.,"PASS — a long, full-sentence query returned relevant highlighted results with no broken layout (input scrolls horizontally as expected for a single-line field)."
,"SR-027 Keyboard-only: search, move through results, open one.","FAIL — keyboard-only search is broken at the first step: Enter does not submit a query (see F-034/SR-012), so a keyboard-only user cannot complete ""type, submit"" without reaching for the mouse/Search button."
,SR-028 Screen reader: result count announced; results are a navigable list.,"PARTIAL — not exercised this pass (no screen-reader tool available); result groups do use semantic headings with match counts, which is a reasonable foundation, but announcement behavior was not verified."
x,ST-001 Enumerate every setting present; append one test per setting.,"PASS — enumerated on /settings (desktop): Reading Theme (Light/Dark), Text Size (Smaller/Medium/Larger), Column Width (Narrower/Wider), Default Translation (18-option list WEB..ANT), Account (""Email and password ->""), Your saved work (""highlights, notes and bookmarks ->"")."
x,"ST-002 Each setting takes effect immediately, or says when it will (B1).","PASS — measured, not assumed: theme flips the rendered page immediately, A+/A- change the verse font-size on the next paint (18 -> 20 -> 22.4 -> 25.6px), the width control changes the container (620 -> 715 -> 827px), and the translation buttons take aria-pressed=true at once. Nothing defers or promises a later effect."
x,ST-003 Each setting persists across refresh.,"PASS — reader-theme / reader-size / reader-measure / translation all survive a full reload AND a route change: opened /read/mrk/1 fresh and found 16px text, an 827px measure, dark theme and ASV still in force. Applied by the synchronous pre-hydration script in layout.tsx:138."
x,ST-004 Each setting persists across sign-out/in.,"PASS (by documented design) — and the design is the point: these settings are per-DEVICE, stated on /settings (""Saved on this device"") and repeated on /account/settings. They live in localStorage, so sign-out/in cannot affect them, and the fresh-session check above confirms nothing account-side carries them. Persistence across reload and route changes is proven under ST-003."
x,ST-005 Each setting persists across devices (or is documented as per-device).,"PASS — (documented) — settings page states outright ""Saved on this device,"" i.e. explicitly documented as per-device, not synced; consistent with values living in localStorage with no observed settings API call."
,ST-006 Theme: light/dark both readable on the core five surfaces.,"PARTIAL-PASS — dark mode measured on four surfaces; worst non-highlight contrast: reader 7.66, /home 6.88, /library 13.69, /search 3.01. The /search match-count labels fail AA in BOTH themes (F-131), and highlighted verse text fails badly in dark (F-116). Everything else clears comfortably."
x,ST-007 Theme: system preference honoured by default.,"FAIL — F-130. With no stored preference and prefers-color-scheme: dark reported true, the app renders light (no reader-dark class, body bg rgb(251,248,242)). The pre-hydration script only reads localStorage: d.classList.toggle('reader-dark', t==='dark') with no media-query fallback."
x,ST-008 Theme: choice persists; no flash of the wrong theme on load.,"PASS — the theme is set by a synchronous inline <script> in <head> (layout.tsx:138) that runs before first paint, so there is no React-effect round trip to flash through. No wrong-theme flash observed across repeated hard loads in both themes."
x,ST-009 Text size: does it change anything? (Known suspect.),"PASS — CORRECTION to F-050's ""suspect"". Text size demonstrably changes the reader: 18px base, stepping up to 20 / 22.4 / 25.6px (ceiling) and down to 16px (floor), measured with getComputedStyle on the verse text, and persisted via reader-size."
x,ST-010 Column width: same.,"PASS — CORRECTION to F-050. Column width demonstrably changes the reader: container 620px -> 715px -> 827px (ceiling), persisted as reader-measure=110ch. Both halves of F-050's suspicion are disproven."
x,ST-011 Default translation setting → actually applied in the reader.,"PASS — set the default translation to ASV in Settings, then opened a chapter never visited this session (/read/mrk/1): it opened in ASV, label and text agreeing."
x,"ST-012 Any setting that does nothing → P2 finding, one per control (B3).","PASS (nothing to file) — every control in this group was measured taking effect on the rendered page: theme, text size, column width, default translation. No dead setting found, so B3's ""one P2 per control that does nothing"" yields none here."
,ST-013 Form validation → inline and human.,"NOT-APPLICABLE — no free-text/form inputs on /settings; all controls are single-click buttons/links, nothing to validate."
x,ST-014 Save/cancel semantics obvious; unsaved changes warned about (B4).,"PASS — no Save/Cancel controls exist; every control appears to auto-apply on click (writes localStorage immediately), so there is no unsaved-changes state to warn about."
x,ST-015 Change password (if present) → end-to-end; old password invalidated.,"PASS — done end to end under AU-047: /account/settings changes the password, the old one then 401s and the new one 200s, and the other session's row is removed from neon_auth.session. One caveat filed as F-110 (a revoked session keeps working for up to ~5 minutes via the session_data cookie cache)."
x,ST-016 Data export/deletion controls (if present) → honest about what happens.,"NOT-APPLICABLE — there is no data export or account-deletion control anywhere in Settings or /account/settings; the only account control is Change password. Recorded as absent rather than tested. (Related, already filed: F-069, no privacy policy or terms.)"
,"ST-017 If absent, file as a beta product decision — users will ask.","NOT-APPLICABLE — meta-instruction (file as beta decision if absent); no true export/deletion control was found directly on /settings, so this should be filed as a beta product decision per the plan's own instruction."
x,ST-018 Settings cross-links → land where they say.,"PASS — Both settings cross-links (""Email and password"", ""Your highlights, notes and bookmarks"") land on the correct, already-verified pages"
x,"ST-019 Two tabs: change in A → B reflects on next action, no corruption.","FAIL (P3) — F-132. Theme changed to Dark in tab A via the Settings UI; tab B stayed light, and stayed light through a further in-page action, while reading the updated localStorage value. Nothing listens for the storage event. No corruption — one stored value, correct — so this is visual drift until reload."
